genero;genero_diverso;edad;discapacidad;nivel_formacion;carrera_grado;tipo_universidad;provincia;region;id;rubro;dotacion;origen_capital;dotacion_rh;puesto;tipo_contratacion;funcion_rh;personas_a_cargo;anios_en_empresa;anios_en_puesto;anios_experiencia;sueldo_bruto;beneficios;bono;ajuste;ajuste_porcentaje;ajuste_mes;otros_proyectos;erp;nombre_area;mate;idioma_exigencia;idioma_porcentaje;contactos_linkedin;satisfaccion;busqueda;beneficios_expectativa;rh_una_palabra;pregunta_bizarra;teletrabajo;elementos;valoracion_gestion_empresa;es_lider;rangos_aumentos
Femenino;No;28;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Ciudad Autónoma de Buenos Aires;Centro;286;"Servicios financieros; seguros";25;Nacional;1;Responsable;Full time;Reclutamiento y selección;0;1;1;5;50600;Gimnasio, Frutas y snacks, Reintegros en capacitación;No recibo bono;No tuve ajustes;0;Septiembre;Si, en emprendimiento relacionado con RRHH;CATEDRAL;Recursos Humanos;No, está prohibido;No;0;4500;3;No,  pero escucho ofertas;almuerzo pago completo - capacitaciones - prepaga;Desafíos;a que jardin fui;Si;No me enviaron ni reintegraron nada;3;1;Sin aumentos
Masculino;Si;36;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Ciudad Autónoma de Buenos Aires;Centro;287;"Servicios financieros; seguros";75;Nacional;3;Gerente;Full time;Generalista;4;2;4;12;147000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Gimnasio, Frutas y snacks, Seguro de vida (adicionales a los de ley), Idiomas, Home office;Un sueldo;2 ajustes;49;Julio;Si, en emprendimiento relacionado con RRHH;FactorialHR;Recursos Humanos;Si, está permitido;Si;0.1;18970;1;Sí, activamente;Notebook, Celular, Viaticos, Estacionamiento, Pago de capacitaciones;Aliado;Por que no estaba casado y con hijos;Si;No me enviaron ni reintegraron nada;4;1;Más de 30
Masculino;No;47;No tengo ninguna discapacidad;Universitario completo;Lic Administracion - Contador Publico - Abogado en curso;Universidad Pública;Ciudad Autónoma de Buenos Aires;Centro;288;Otros;5000;Nacional;60;Responsable;Full time;payroll y adminsitracion de personal;12;6;3;28;150000;No tengo beneficios adicionales;No recibo bono;1 solo;7;Octubre;Si, en emprendimiento relacionado con RRHH;SARHA;Adminsitracion de Personal y Remuneraciones;Si, está permitido;No;0;500;1;Sí, activamente;bono prepaga comedor;Amor;me hicieron porque fuiste padre tan joven;Si;No me enviaron ni reintegraron nada;1;1;Entre 1 y 10
Masculino;No;38;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Ciudad Autónoma de Buenos Aires;Centro;289;IT;70;Nacional;3;Responsable;Full time;Generalista;1;3;3;15;112000;Medicina prepaga / Plan de salud, Horarios flexibles, Préstamos, Reintegros en capacitación, Idiomas, Home office;No recibo bono;3 o más ajustes;12;Julio;No;No tenemos sistema de gestión;Recursos Humanos;Si, está permitido;No;0.1;600;3;No,  pero escucho ofertas;mejor plan medico;comunicacion;NA;Si;Computadora / Laptop, Silla ergonómica;4;1;Entre 11 y 20
Femenino;No;29;No tengo ninguna discapacidad;Maestría en curso;Psicología;Universidad Pública;Santa Fe;Patagonia;290;IT;250;Multinacional;15;Analista;Full time;Reclutamiento y selección;0;2;2;4;90100;Medicina prepaga / Plan de salud, Horarios flexibles, Gimnasio, Frutas y snacks, Reintegros en capacitación, Idiomas, Home office;No recibo bono;2 ajustes;18;Julio;Si, en emprendimiento relacionado con RRHH;Enlatado propio;People Development, Recruitment and Comms;Si, está permitido;Si;0.1;4000;4;No estoy buscando cambiar;NA;"Abono internet; Licencia maternidad/paternidad extendida; Vacaciones adicionales";NA;Si;Computadora / Laptop, Silla ergonómica;3;0;Entre 11 y 20
Masculino;No;58;No tengo ninguna discapacidad;Universitario en curso;RRHH / RRLL / RRTT;Universidad Privada;Buenos Aires;Centro;291;Otros;70;Nacional;1;Jefe;Full time;Administración de personal;0;4;4;30;75610;No tengo beneficios adicionales;No recibo bono;1 solo;22;Septiembre;No;ISIS;Recursos Humanos;Si, está permitido;No;0;200;1;Sí, activamente;cobrar todo el sueldo a fin de mes;mi pasion;ninguna en especial;No;No estoy trabajando en home office;2;1;Entre 21 y 30
Femenino;No;32;No tengo ninguna discapacidad;Maestría en curso;Abogacía;Universidad Pública;Corrientes;NEA;292;Otros;1800;Nacional;9;Analista;Full time;Capacitación y desarrollo;0;2;2;5;40000;Medicina prepaga / Plan de salud;No recibo bono;1 solo;14;Julio;Si, en emprendimiento relacionado con RRHH;Tango;Recursos Humanos;Si, está permitido;No;0;747;3;No,  pero escucho ofertas;oportunidad de crecimiento personal y economico;Crecimiento;no recuerdo;No;No estoy trabajando en home office;1;0;Entre 11 y 20
Femenino;No;33;No tengo ninguna discapacidad;Universitario completo;Antropologia;Universidad Pública;Santa Fe;Patagonia;293;IT;6500;Multinacional;200;Analista;Full time;Reclutamiento y selección;0;1;1;6;60200;Medicina prepaga / Plan de salud, Horarios flexibles, Gimnasio, Reintegros en capacitación, Home office;No recibo bono;3 o más ajustes;26;Julio;No;Oracle HCM;PDR;Si, está permitido;Si;0.8;3200;4;No estoy buscando cambiar;Mayores beneficios por cuidado de niños;Fuel;Si pensaba tener hijos;Si;Computadora / Laptop;4;0;Entre 21 y 30
Femenino;Si;24;No tengo ninguna discapacidad;Terciario completo;Traductorado de ingles;No estudié en la Universidad;Santa Fe;Patagonia;294;IT;6200;Multinacional;10;HRBP;Full time;Reclutamiento y selección;0;1.5;1.5;3.5;66000;Medicina prepaga / Plan de salud, Horarios flexibles, Gimnasio, Reintegros en capacitación, Idiomas, Home office;No recibo bono;2 ajustes;20;Julio;No;Taleo/Jira;Recursos Humanos;Si, está permitido;Si;0.8;3000;4;No,  pero escucho ofertas;Almuerzo, descuento en bares;humano;"""Bizarra""? Palabra rara para una encuesta. En fin, cuando me preguntan por el origen de mi nombre.";Si;Computadora / Laptop, Silla ergonómica, elementos para el escritorio, monitor;5;0;Entre 11 y 20
Femenino;Prefiero no responder;50;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Ciudad Autónoma de Buenos Aires;Centro;295;"Transporte (incluyendo aviación civil; ferrocarriles por carretera)";10000;Nacional;120;Jefe;Full time;Mejora continua proyectos de innovación;5;10;5;20;115000;Charter / Servicio de transporte;No recibo bono;No tuve ajustes;0;Junio;Si, en proyectos ad honorem;Meta4;Recursos Humanos;Si, está permitido;Si;0.4;1300;4;No,  pero escucho ofertas;Flex time;Personas;NA;Si;Computadora / Laptop;4;1;Sin aumentos
Masculino;No;38;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Buenos Aires;Centro;296;"Bancos; banca online;";60;Nacional;1;HRBP;Full time;Generalista;0;0;0;16;220000;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Gimnasio, Frutas y snacks, Préstamos, Idiomas, Home office;Tres sueldos o más;3 o más ajustes;42;Octubre;No;No tenemos sistema de gestión;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;Más de 30
Masculino;No;43;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Ciudad Autónoma de Buenos Aires;Centro;297;"Servicios financieros; seguros";1200;Multinacional;9;Analista;Full time;Payroll / Liquidación de sueldos;0;3;3;15;140000;Medicina prepaga / Plan de salud, Horarios flexibles, Frutas y snacks, Seguro de vida (adicionales a los de ley), Abono de internet, Home office;Un sueldo;2 ajustes;50;Septiembre;Si, en emprendimiento relacionado con RRHH;RH Pro;Recursos Humanos;Si, está permitido;Si;0.2;1000;1;No,  pero escucho ofertas;Horario flexible, home office, prepaga, bono;Servicio;Que entendés por ética? (Pero la hice en inglés y obviamente esperaba la respuesta en inglés);Si;Computadora / Laptop, Abono de internet;4;0;Más de 30
Femenino;No;33;No tengo ninguna discapacidad;Universitario en curso;RRHH / RRLL / RRTT;Universidad Pública;Ciudad Autónoma de Buenos Aires;Centro;298;Servicios de salud;3000;Nacional;24;Analista;Full time;Reclutamiento y selección;0;9;1;9;64497;Comedor / Almuerzos;No recibo bono;1 solo;30;Julio;No;RH Pro;Capital Humano;Si, está permitido;No;0;160;3;No,  pero escucho ofertas;Home office;Compromiso;no recuerdo;No;No estoy trabajando en home office;3;0;Entre 21 y 30
Femenino;No;25;No tengo ninguna discapacidad;Universitario en curso;RRHH / RRLL / RRTT;Universidad Privada;Ciudad Autónoma de Buenos Aires;Centro;299;"Transporte (incluyendo aviación civil; ferrocarriles por carretera)";63;Nacional;4;Analista;Full time;Generalista;0;1.5;1.5;1.5;40000;Frutas y snacks, Reintegros en capacitación;Menos de un sueldo;No tuve ajustes;10;Febrero;No;No tenemos sistema de gestión;Recursos Humanos;Si, está permitido;No;0;1000;2;Sí, activamente;Obra social, almuerzo, plus por titulo, gimnasio;Estrategico;No recuerdo;Si;No me enviaron ni reintegraron nada;3;0;Entre 1 y 10
Femenino;Prefiero no responder;50;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Ciudad Autónoma de Buenos Aires;Centro;300;"Transporte (incluyendo aviación civil; ferrocarriles por carretera)";10000;Nacional;120;Jefe;Full time;Mejora continua proyectos de innovación;5;10;5;20;115000;Charter / Servicio de transporte;No recibo bono;No tuve ajustes;0;Junio;Si, en proyectos ad honorem;Meta4;Recursos Humanos;Si, está permitido;Si;0.4;1300;4;No,  pero escucho ofertas;Flex time;Personas;NA;Si;Computadora / Laptop;4;1;Sin aumentos
Femenino;No;34;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Ciudad Autónoma de Buenos Aires;Centro;301;Servicios profesionales;15;Nacional;1;HRBP;Full time;Generalista;0;4;4;6;47;Horarios flexibles;No recibo bono;No tuve ajustes;5;Marzo;No;No tenemos sistema de gestión;Recursos Humanos;Si, está permitido;Si;0.2;200;1;Sí, activamente;Clases de inglés, inglés horarios flexibles, horarios de vacaciones extendidas, refrigerios;Desafiante;NA;Si;No me enviaron ni reintegraron nada;2;0;Entre 1 y 10
Masculino;No;28;No tengo ninguna discapacidad;Universitario completo;Psicología;Universidad Pública;Ciudad Autónoma de Buenos Aires;Centro;302;Servicios de consultoría;3000;Multinacional;20;HRBP;Full time;Diseño organizacional;2;5;4;2;84000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Gimnasio, Seguro de vida (adicionales a los de ley), Abono de internet, Posgrados, Idiomas, Home office, Comedor / Almuerzos;Dos sueldos;2 ajustes;45;Octubre;No;SAP / SuccessFactors;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;Más de 30
Masculino;No;42;No tengo ninguna discapacidad;Maestría en curso;RRHH / RRLL / RRTT;Universidad Privada;Mendoza;Cuyo;303;Industrias químicas;138;Multinacional;5;Gerente;Full time;Generalista;5;5;5;18;201300;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Abono de celular, Préstamos, Combustible, Posgrados, Idiomas, Home office, Comedor / Almuerzos;Tres sueldos o más;1 solo;17;Agosto;Si, en emprendimiento relacionado con RRHH;YAM;Recursos Humanos;Si, está permitido;Si;0.1;4088;4;No,  pero escucho ofertas;Automóvil;Centrocampista (n° 5);¿Te afeitarías la barba para trabajar con nosotros?;Si;Computadora / Laptop, Abono de celular;5;1;Entre 11 y 20
Masculino;No;33;No tengo ninguna discapacidad;Universitario completo;Ciencias Políticas;Universidad Pública;Mendoza;Cuyo;304;Construcción;3000;Nacional;10;Jefe;Full time;Capacitación y desarrollo;1;2;2;10;103000;Medicina prepaga / Plan de salud, Gimnasio, Comedor / Almuerzos;No recibo bono;1 solo;15;Septiembre;No;Softland;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;Entre 11 y 20
Femenino;No;31;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Ciudad Autónoma de Buenos Aires;Centro;305;Otros;500;Multinacional;15;HRBP;Full time;Generalista;0;5;1;11;205000;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Gimnasio, Frutas y snacks, Seguro de vida (adicionales a los de ley), Idiomas, Home office;Un sueldo;1 solo;40;Abril;Si, en emprendimiento no relacionado con RRHH;Oracle HCM;Recursos Humanos;Si, está permitido;No;0.4;2900;3;Sí, activamente;Trabajar en el exteruor;Empatia;NA;Si;Computadora / Laptop, Silla ergonómica;4;0;Más de 30
Femenino;No;32;No tengo ninguna discapacidad;Universitario en curso;Psicología Social / Lic. en Dirección de las Organizaciones;Universidad Pública;Ciudad Autónoma de Buenos Aires;Centro;306;Servicios de correos, y de telecomunicaciones;175;Nacional;5;Analista;Full time;Reclutamiento y selección;1;2;2;10;97700;Medicina prepaga / Plan de salud, Abono de celular;Un sueldo;2 ajustes;25;Octubre;No;No tenemos sistema de gestión;Recursos Humanos;Si, está permitido;No;0;16000;3;No,  pero escucho ofertas;Retorno en Capacitaciones;Desorganizado;Si la empresa brinda como beneficio Obra Social para mascotas.;Si;Computadora / Laptop;2;0;Entre 21 y 30
Masculino;No;37;Motriz;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Ciudad Autónoma de Buenos Aires;Centro;307;"Transporte marítimo; puertos;";90;Nacional;2;Gerente;Full time;Generalista;1;5;5;15;125000;Medicina prepaga / Plan de salud, Horarios flexibles, Frutas y snacks, Abono de celular, Préstamos, Reintegros en capacitación, Home office;No recibo bono;No tuve ajustes;0;NA;No;Tango;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;Sin aumentos
Masculino;No;44;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Santa Cruz;Patagonia;308;Oil & gas;490;Multinacional;8;Jefe;Full time;Relaciones laborales;0;12;12;19;256000;Medicina prepaga / Plan de salud, Horarios flexibles, Abono de celular, Seguro de vida (adicionales a los de ley), Posgrados, Idiomas, Home office;Dos sueldos;No tuve ajustes;0;NA;Si, en emprendimiento no relacionado con RRHH;Oracle HCM;Recursos Humanos;Si, está permitido;No;0.3;2353;5;No,  pero escucho ofertas;Mejor Bono;Inteligencia;Dentro de las responsabilidades de un puesto, me dijeron que no era mi responsabilidad pero lo tenia que hacer.;Voy rotando entre la oficina y el trabajo;Computadora / Laptop;4;1;Sin aumentos
Femenino;No;28;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Córdoba;Centro;309;IT;70;Nacional;3;Analista;Full time;Generalista;0;2;2;5;60000;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Gimnasio, Frutas y snacks, Home office;Un sueldo;3 o más ajustes;21;Agosto;No;No tenemos sistema de gestión;HR;Si, está permitido;No;0.3;2700;4;No,  pero escucho ofertas;Sueldo dolarizado - Capacitaciones técnicas para HR - Equipamiento para Home Office - Días Off por mes -;Innovación;¿Si tuvieses una cena con una celebridad/personaje histórico/persona en gral, con quíen sería y porqué? ¿De que hablarían?;Si;No me enviaron ni reintegraron nada;3;0;Entre 21 y 30
Masculino;No;38;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Buenos Aires;Centro;310;Servicios de salud;400;Nacional;4;Jefe;Full time;Generalista;2;1;1;14;89000;No tengo beneficios adicionales;No recibo bono;1 solo;12;Agosto;No;Bejerman;Oficina de Personal;No, está prohibido;No;0;2600;5;No estoy buscando cambiar;horarios flex;servicio;-;No;NA;5;1;Entre 11 y 20
Femenino;No;27;No tengo ninguna discapacidad;Terciario completo;No estudié en la Universidad;No estudié en la Universidad;Santa Fe;Patagonia;311;IT;250;Multinacional;10;HRBP;Full time;Reclutamiento y selección;0;2;3;3;93000;Medicina prepaga / Plan de salud, Horarios flexibles, Gimnasio, Frutas y snacks, Seguro de vida (adicionales a los de ley), Reintegros en capacitación, Idiomas, Home office, reintegro por niñera, compra de libros;No recibo bono;3 o más ajustes;30;Julio;No;productos de oracle y jira;People development and recruitment;Si, está permitido;Si;0.5;9000;5;No,  pero escucho ofertas;pago de internet;ATR;N/A;Si;Computadora / Laptop, Silla ergonómica;4;0;Entre 21 y 30
Masculino;No;34;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Ciudad Autónoma de Buenos Aires;Centro;312;IT;2700;Multinacional;100;Gerente;Full time;HRBP;3;1;1;13;221000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Frutas y snacks, Seguro de vida (adicionales a los de ley), Reintegros en capacitación, Idiomas, Home office, Comedor / Almuerzos, Stocks;Un sueldo;3 o más ajustes;29;Octubre;No;SAP / SuccessFactors;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;Entre 21 y 30
Masculino;Si;39;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Ciudad Autónoma de Buenos Aires;Centro;313;Servicios de salud;190;Nacional;2;Jefe;Full time;Generalista;1;2;2;15;160000;Medicina prepaga / Plan de salud, Vacaciones extendidas;Un sueldo;2 ajustes;8;Agosto;No;Tango;Recursos Humanos;Si, está permitido;No;0;1900;3;No,  pero escucho ofertas;horario flexible;complicada;por que me quieren contratar a mi;No;NA;3;1;Entre 1 y 10
Femenino;No;38;No tengo ninguna discapacidad;Universitario en curso;RRHH / RRLL / RRTT;Universidad Pública;Buenos Aires;Centro;314;Servicios de consultoría;700;Nacional;700;Analista;Full time;Reclutamiento y selección;0;6;6;10;75000;Medicina prepaga / Plan de salud;No recibo bono;No tuve ajustes;5;Agosto;No;Enlatado propio;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;Entre 1 y 10
Femenino;No;34;No tengo ninguna discapacidad;Universitario en curso;RRHH / RRLL / RRTT;Universidad Pública;Buenos Aires;Centro;315;Otros;100;Nacional;2;Analista;Full time;Reclutamiento y selección;0;0;5;10;85000;Medicina prepaga / Plan de salud, Frutas y snacks, Comedor / Almuerzos;No recibo bono;No tuve ajustes;0;NA;No;No tenemos sistema de gestión;Recursos Humanos;Si, está permitido;No;0;500;1;Sí, activamente;Buen ambiente laboral;Gestion;a que jugabas de chiquito?;Si;Computadora / Laptop;1;0;Sin aumentos
Femenino;No;35;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Ciudad Autónoma de Buenos Aires;Centro;316;IT;750;Nacional;10;HRBP;Full time;Generalista;0;5;3;11;120000;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Gimnasio, Frutas y snacks, Abono de celular, Home office;No recibo bono;2 ajustes;30;Octubre;No;RH Pro;People;Si, está permitido;No;0.3;30000;3;Sí, activamente;Bono, LTI, Prestamos con bajo interes, Formacion;Personas;¿Puedo pasar con mi mamá? (juro!);Si;Computadora / Laptop, Silla ergonómica, Abono de celular, Soporte, teclado, mousse, monitor;4;0;Entre 21 y 30
Femenino;No;30;No tengo ninguna discapacidad;Maestría completa;RRHH / RRLL / RRTT;Universidad Privada;Ciudad Autónoma de Buenos Aires;Centro;317;Otros;350;Nacional;7;Analista;Full time;Capacitación y desarrollo;0;0;0;10;77000;Medicina prepaga / Plan de salud, Vacaciones extendidas, Frutas y snacks, Abono de celular, Préstamos, Idiomas, Home office, Comedor / Almuerzos;Menos de un sueldo;2 ajustes;17;Agosto;Si, en proyectos ad honorem;Enlatado propio;Capital Humano;Si, está permitido;No;0.2;3500;4;No,  pero escucho ofertas;NA;NA;NA;Voy rotando entre la oficina y el trabajo;Computadora / Laptop, Silla ergonómica, Kit sanitizante;5;0;Entre 11 y 20
